yr_built,yr_renovated,house_age,age_after_renovtion,room_bed,room_bath,living_measure,lot_measure,ceil,coast,sight,condition,quality,ceil_measure,basement,zipcode,lat,long,living_measure15,lot_measure15,furnished,total_area,price,Premium_House
1976,0,38,0,4,2.25,2240,11034,2,0,0,3,8,2240,0,98004,47.5894,-122.195,2300,11550,0,13274,980000,0
1992,0,23,0,2,1,990,45528,1,0,0,4,7,990,0,98070,47.5013,-122.463,1730,45528,0,46518,280000,0
1998,0,17,0,3,2.75,3210,15939,2,0,1,3,10,3210,0,98023,47.3357,-122.351,2870,15939,1,19149,565000,0
1966,0,49,0,4,2,2680,14157,1,0,0,3,8,1460,1220,98188,47.4286,-122.292,2100,9199,0,16837,525000,0
1971,0,43,0,3,2,1910,5040,1.5,0,0,3,8,1910,0,98074,47.6312,-122.061,1980,4275,0,6950,430000,0
1981,0,33,0,3,1,1190,9600,1,0,0,3,7,1190,0,98045,47.4805,-121.762,1360,10140,0,10790,299500,0
1932,0,82,0,2,1,1470,25661,1.5,0,0,3,4,1470,0,98059,47.4878,-122.13,1670,43301,0,27131,230000,0
1994,0,20,0,4,2.5,1990,5511,2,0,0,3,8,1990,0,98030,47.3585,-122.191,1850,6031,0,7501,302500,0
2008,0,7,0,3,2.5,2040,2500,2,0,0,3,7,1470,570,98126,47.573,-122.372,1410,2500,0,4540,494900,0
1980,0,34,0,2,1.75,1390,4482,1,0,0,4,8,1390,0,98198,47.3785,-122.32,1390,4680,0,5872,216500,0
1963,0,51,0,3,1.5,2030,8880,1,0,0,3,7,1330,700,98108,47.5586,-122.311,2140,5592,0,10910,404000,0
1950,0,64,0,5,2.75,2160,5720,1,0,0,5,7,1500,660,98144,47.5728,-122.304,2160,4996,0,7880,550000,0
1957,0,58,0,5,3,2750,10000,1,0,0,4,7,1730,1020,98008,47.5878,-122.13,2520,10000,0,12750,795000,0
1960,0,54,0,3,1.75,1270,8470,1,0,0,4,7,1270,0,98198,47.4207,-122.29,1600,8470,0,9740,237000,0
2009,0,5,0,3,2.5,1280,1845,3,0,0,3,8,1280,0,98105,47.662,-122.324,1450,1889,0,3125,545000,0
1964,0,50,0,3,2,2660,192099,1,0,0,4,9,2660,0,98022,47.2098,-122.016,2570,43561,1,194759,495000,0
1943,0,72,0,2,1,930,4000,1,0,0,3,6,730,200,98108,47.5321,-122.323,1100,5000,0,4930,269500,0
1969,0,45,0,6,4.5,3810,28176,1,0,4,5,10,3810,0,98177,47.7612,-122.381,3810,26400,1,31986,2010000,1
1978,0,37,0,3,1.75,1950,10633,1,0,0,3,7,1250,700,98125,47.7019,-122.313,1290,6380,0,12583,580000,0
2003,0,11,0,4,2.5,3030,8507,2,0,0,3,9,3030,0,98033,47.6675,-122.176,2570,8830,1,11537,902000,0
1978,0,36,0,3,1,1340,7000,1,0,0,4,7,1340,0,98042,47.3742,-122.149,1850,7904,0,8340,240000,0
1954,0,60,0,3,2.75,2020,10744,1,0,0,5,7,1270,750,98166,47.4403,-122.343,2020,11069,0,12764,519000,0
1969,0,45,0,3,1,1060,12690,1,0,0,3,7,1060,0,98033,47.6736,-122.167,1920,10200,0,13750,400000,0
1954,0,60,0,3,1.5,1580,8184,1,0,0,3,7,1140,440,98148,47.4294,-122.331,1540,9476,0,9764,260000,0
1955,0,59,0,3,1,1190,9083,1,0,0,3,7,1190,0,98198,47.4116,-122.293,1190,9450,0,10273,230000,0
2005,0,9,0,4,2.5,2000,5006,2,0,0,3,7,2000,0,98058,47.466,-122.147,2410,4889,0,7006,349950,0
1973,0,42,0,4,2.5,2480,91911,1,0,2,4,7,1470,1010,98027,47.4579,-121.981,2540,91911,0,94391,495000,0
1967,0,47,0,5,2.5,2780,9652,1,0,0,4,8,1390,1390,98001,47.3444,-122.271,1790,9652,0,12432,290000,0
1985,0,29,0,3,2,1760,9055,2,0,0,4,7,1760,0,98052,47.6534,-122.128,2010,9383,0,10815,460000,0
1999,0,15,0,4,4,2850,2970,2,0,0,3,8,2120,730,98029,47.547,-122.01,2380,3559,0,5820,620000,0
1959,0,55,0,4,2,2230,9900,1.5,0,0,5,9,2230,0,98005,47.5979,-122.173,2510,11041,1,12130,809950,0
1984,0,30,0,4,3,2580,209523,2,0,0,3,8,2580,0,98053,47.6932,-122.006,3440,213444,0,212103,799000,0
1977,0,38,0,3,1.75,2280,139392,1,0,0,3,8,2280,0,98092,47.291,-122.118,2280,117176,0,141672,413000,0
1959,0,55,0,3,1,940,11055,1.5,0,0,4,7,940,0,98032,47.3732,-122.295,1420,9100,0,11995,180000,0
1941,0,74,0,4,1.75,2110,6708,1,0,3,3,8,1410,700,98105,47.67,-122.274,2140,7006,0,8818,1030000,0
1992,0,22,0,4,2.5,4340,141570,2.5,0,0,3,11,4340,0,98053,47.6805,-122.048,2720,97138,1,145910,1090000,0
1977,0,37,0,4,2.75,2170,7140,1,0,0,3,8,1290,880,98052,47.691,-122.113,2120,7820,0,9310,555000,0
1993,0,22,0,3,2.25,1370,6600,2,0,0,4,7,1370,0,98038,47.3504,-122.035,1370,6600,0,7970,305000,0
1942,0,73,0,3,1.75,1160,5082,1,0,0,3,6,580,580,98178,47.503,-122.262,1730,6000,0,6242,137900,0
1946,1995,68,19,2,1,950,15996,1,0,0,4,7,950,0,98045,47.4987,-121.787,950,25510,0,16946,193500,0
1944,0,70,0,3,1,1020,4800,1,0,0,3,7,1020,0,98118,47.5615,-122.272,1400,5465,0,5820,380000,0
2003,0,11,0,4,2.5,3290,5951,2,0,0,3,9,3290,0,98075,47.5999,-121.976,3240,6159,1,9241,728000,0
1942,0,72,0,2,1.75,1210,4141,1,0,0,4,7,910,300,98117,47.686,-122.382,1310,4141,0,5351,582000,0
1951,0,63,0,2,1.75,1930,11200,1,0,2,3,8,1430,500,98177,47.7576,-122.37,2840,12408,0,13130,581000,0
1965,0,49,0,4,2.25,1770,33132,1,0,0,4,8,1190,580,98058,47.4413,-122.151,2490,20000,0,34902,390000,0
1955,0,60,0,3,2.75,1360,542322,1,0,2,4,7,1140,220,98022,47.2069,-122.024,1700,60548,0,543682,425000,0
1973,0,42,0,4,2.25,2400,17842,2,0,0,4,7,2400,0,98002,47.2866,-122.217,1610,12100,0,20242,275000,0
1954,0,60,0,3,1.5,1240,11200,1,0,0,4,7,1240,0,98006,47.5716,-122.138,1240,11008,0,12440,345000,0
1902,0,112,0,4,3,1540,4140,1.5,0,0,5,7,1540,0,98107,47.6728,-122.396,1460,5000,0,5680,624000,0
2005,0,9,0,3,2.5,1600,1311,3,0,0,3,8,1600,0,98117,47.6903,-122.394,1390,1321,0,2911,465000,0
1958,0,56,0,3,1.5,1370,7500,1,0,0,3,7,1080,290,98198,47.4167,-122.322,1400,7500,0,8870,203000,0
1953,0,61,0,4,1,1170,5400,1,0,0,5,6,1170,0,98056,47.492,-122.172,1100,5400,0,6570,299950,0
1942,0,72,0,2,1,710,5200,1,0,2,4,6,710,0,98126,47.5376,-122.371,1610,5200,0,5910,320000,0
1996,0,18,0,4,0.5,2300,5570,2,0,0,3,8,2300,0,98092,47.3285,-122.168,1820,6371,0,7870,312500,0
2006,0,8,0,3,3.25,1460,1592,2,0,0,3,8,1130,330,98126,47.5481,-122.374,1560,1701,0,3052,350000,0
1979,0,35,0,4,4.5,5270,12195,2,1,4,3,11,3400,1870,98027,47.5696,-122.09,3390,9905,1,17465,2600000,1
1943,0,71,0,2,1,720,8040,1,0,0,3,6,720,0,98166,47.4662,-122.359,2300,9500,0,8760,210000,0
1959,0,55,0,3,1,1190,8820,1,0,0,3,6,1190,0,98058,47.4616,-122.184,1230,7980,0,10010,166950,0
1929,0,86,0,4,1.5,1850,3600,2,0,0,3,8,1660,190,98112,47.6376,-122.307,1970,3600,0,5450,920000,0
1944,0,70,0,4,2,1640,7200,1,0,0,5,6,820,820,98166,47.4791,-122.347,1640,8200,0,8840,299999,0
1925,0,89,0,2,1,1460,6000,1,0,0,2,7,1260,200,98115,47.7009,-122.317,1580,6380,0,7460,312000,0
1910,0,105,0,2,1.5,2440,6900,2,0,0,3,7,1590,850,98118,47.5568,-122.271,1770,6900,0,9340,662700,0
2014,0,0,0,4,3.25,3430,9870,2,0,0,3,9,3430,0,98011,47.776,-122.173,3360,9724,1,13300,749995,0
1965,0,49,0,4,2.5,2050,12500,1,0,0,3,7,1300,750,98198,47.42,-122.319,1790,7900,0,14550,260000,0
2005,0,9,0,4,2.5,3670,7000,2,0,0,3,10,3670,0,98075,47.5854,-122.08,3680,7437,1,10670,820000,0
2010,0,5,0,2,2,1440,4666,1,0,0,3,8,1440,0,98053,47.709,-122.019,1510,4595,0,6106,439950,0
1948,0,67,0,3,1.75,1840,5664,2,0,0,3,7,1270,570,98115,47.6899,-122.283,1480,5664,0,7504,625000,0
1942,0,72,0,5,2,2500,15250,2,1,4,5,8,2500,0,98008,47.5883,-122.111,1880,18782,0,17750,1700000,1
1993,0,21,0,4,3.25,4400,186846,2,0,0,4,9,4400,0,98022,47.1593,-121.957,2280,186846,1,191246,687000,0
2003,0,11,0,2,2,1930,4500,1,0,0,3,8,1930,0,98053,47.7104,-122.031,1670,5200,0,6430,542000,0
1978,0,36,0,3,2.5,1960,47044,2,0,0,4,8,1960,0,98077,47.7573,-122.07,2020,29004,0,49004,535000,0
1962,0,53,0,4,3,1920,12040,1,0,0,3,7,1920,0,98168,47.4805,-122.301,1530,10230,0,13960,330000,0
2008,0,6,0,4,2.5,2570,11473,2,0,0,3,8,2570,0,98003,47.2809,-122.296,2430,5997,0,14043,356500,0
1929,0,86,0,4,2.25,2410,4250,1.5,0,0,5,7,1460,950,98117,47.6849,-122.376,1360,5074,0,6660,735000,0
1991,0,23,0,3,2.5,2640,6715,2,0,0,3,8,1680,960,98058,47.441,-122.125,2260,7373,0,9355,365000,0
2002,0,13,0,3,2.5,1670,5298,2,0,0,3,8,1670,0,98042,47.3925,-122.165,1920,5298,0,6968,304000,0
1991,0,23,0,4,2.5,4270,43386,1,0,0,3,10,2680,1590,98053,47.6915,-122.053,3630,36180,1,47656,975000,0
1944,0,70,0,3,1,1350,7085,1,0,0,5,7,1350,0,98125,47.7318,-122.305,1350,7085,0,8435,427500,0
1966,0,49,0,1,0,670,43377,1,0,0,3,3,670,0,98022,47.2638,-121.906,1160,42882,0,44047,75000,0
1979,0,35,0,3,1.75,2910,35200,1.5,0,0,3,8,2910,0,98075,47.5747,-122.035,2590,37500,0,38110,550000,0
1982,0,33,0,3,2,1380,5198,1,0,0,4,7,1380,0,98106,47.5514,-122.357,1320,6827,0,6578,329900,0
1928,0,86,0,4,2,1480,3844,1.5,0,0,5,7,1480,0,98133,47.7042,-122.352,1480,3844,0,5324,449250,0
2014,0,1,0,4,2.5,3056,11385,2,0,0,3,9,3056,0,98001,47.2905,-122.264,2849,8607,1,14441,524225,0
1991,0,23,0,2,1,1430,365904,1,0,0,3,7,1010,420,98065,47.513,-121.857,2300,253519,0,367334,356000,0
1962,0,52,0,5,1,1870,7800,1,0,0,3,7,1580,290,98168,47.5127,-122.321,1740,7808,0,9670,262000,0
1975,0,39,0,5,2.5,2840,15598,1,0,0,4,8,1470,1370,98059,47.4693,-122.117,2570,14930,0,18438,375000,0
1985,0,30,0,3,2,1440,7008,1,0,0,3,7,1440,0,98030,47.3702,-122.182,1680,7200,0,8448,245000,0
1994,0,20,0,4,2.5,2040,8076,2,0,0,3,7,2040,0,98042,47.3691,-122.074,2040,8408,0,10116,279000,0
2005,0,10,0,3,1.5,1140,1069,3,0,0,3,8,1140,0,98103,47.6907,-122.342,1230,1276,0,2209,399995,0
1941,0,74,0,3,1.5,1280,4720,1,0,0,4,7,850,430,98126,47.5509,-122.377,1280,4720,0,6000,465000,0
1994,0,21,0,3,2.5,1760,2320,2,0,2,3,8,1760,0,98126,47.5723,-122.376,1760,4698,0,4080,575000,0
1962,0,53,0,4,2.75,2420,10200,1,0,0,3,8,1220,1200,98034,47.72,-122.236,2240,9750,0,12620,440000,0
1985,0,29,0,2,1.75,2040,8600,1,0,0,4,6,1430,610,98003,47.2755,-122.308,1310,7859,0,10640,210500,0
1961,0,53,0,3,2.5,2570,5500,1,0,0,4,7,1320,1250,98199,47.6417,-122.397,1460,6250,0,8070,654000,0
1959,0,56,0,3,1.5,1440,12040,1,0,0,4,7,1440,0,98042,47.3715,-122.16,1720,12040,0,13480,253500,0
1951,0,63,0,2,1,1040,5527,1,0,0,3,7,1040,0,98115,47.6774,-122.284,2080,7020,0,6567,535000,0
1981,0,34,0,3,2.25,1850,37264,2,0,0,3,8,1850,0,98053,47.6486,-122.035,2390,36036,0,39114,550000,0
1968,0,46,0,5,3.25,3250,14342,2,0,4,4,8,3250,0,98008,47.588,-122.116,2960,11044,0,17592,951000,0
1925,0,89,0,4,2,2330,5000,1.5,0,0,5,7,1720,610,98117,47.6804,-122.358,2090,5000,0,7330,891000,0
1978,0,36,0,3,1.75,1240,38095,1,0,0,3,7,1240,0,98053,47.6522,-121.97,2060,38552,0,39335,345000,0
1953,0,62,0,2,2.25,1950,29347,1,0,0,3,8,1350,600,98133,47.739,-122.351,2125,7751,0,31297,438000,0
1995,0,20,0,4,2.75,3270,9231,2,0,0,3,10,3270,0,98052,47.6539,-122.121,3380,10154,1,12501,940000,0
1958,0,57,0,5,2,2590,8610,1,0,0,4,7,1340,1250,98008,47.6112,-122.126,1750,8610,0,11200,480000,0
1946,0,68,0,3,1.5,1580,3172,1,0,0,4,8,900,680,98117,47.6796,-122.393,1580,5000,0,4752,524500,0
1916,0,99,0,4,3.25,1560,4080,1,0,0,3,7,1560,0,98126,47.5347,-122.38,1370,4080,0,5640,901000,0
1968,0,47,0,3,1.75,1120,10187,1,0,0,3,7,1120,0,98198,47.3694,-122.311,1900,8736,0,11307,240415,0
1993,0,22,0,4,2.75,2140,9920,2,0,0,3,8,2140,0,98001,47.3529,-122.274,2130,9920,0,12060,354450,0
1939,0,75,0,4,1.5,2890,9000,2,0,4,3,8,2090,800,98118,47.5682,-122.274,2550,8400,0,11890,910000,0
1991,0,23,0,5,2.75,2130,6222,1,0,0,3,7,1300,830,98118,47.5272,-122.276,2130,6222,0,8352,325000,0
1995,0,19,0,5,3,2270,6664,1,0,0,3,7,1340,930,98125,47.7191,-122.315,1870,6187,0,8934,417500,0
1948,0,66,0,2,1,860,6120,1,0,0,3,7,860,0,98155,47.7503,-122.328,1100,6860,0,6980,245000,0
1941,0,74,0,3,3.5,3190,29982,1,0,3,4,8,2630,560,98166,47.458,-122.368,2600,19878,0,33172,1050000,0
1983,0,32,0,3,2,1430,9250,1,0,0,4,8,990,440,98052,47.6952,-122.096,1830,8003,0,10680,510000,0
1977,0,38,0,4,2.25,2860,26136,1,0,0,3,8,1640,1220,98005,47.6033,-122.158,2670,25040,0,28996,740000,0
1950,1990,64,24,5,2.5,3890,27311,2,0,2,3,10,3890,0,98177,47.7291,-122.363,3160,22641,1,31201,1100000,0
1984,0,31,0,3,2.25,1960,44634,1,0,0,3,7,1130,830,98028,47.7769,-122.253,1970,44634,0,46594,449000,0
1985,0,29,0,3,2,1410,7566,1,0,0,3,7,1410,0,98030,47.3674,-122.182,1570,7210,0,8976,239900,0
2008,0,6,0,3,2.5,1810,914,3,0,0,3,8,1380,430,98116,47.5732,-122.387,1810,914,0,2724,450000,0
1908,0,107,0,2,1,1390,5346,1,0,0,5,7,960,430,98118,47.5567,-122.279,1450,5040,0,6736,535000,0
1948,0,67,0,2,1,1090,4128,1,0,0,3,7,1090,0,98115,47.696,-122.314,1090,5413,0,5218,440000,0
2007,0,7,0,2,2.75,2700,8572,1,0,0,3,9,2700,0,98053,47.7236,-122.033,2680,8569,1,11272,810000,0
1986,0,29,0,4,2.75,1950,9720,1,0,0,3,7,1400,550,98031,47.3969,-122.205,2300,10530,0,11670,310000,0
1996,0,18,0,4,2.5,3890,34513,2,0,0,3,10,3890,0,98077,47.7749,-122.048,3600,28435,1,38403,775000,0
1942,2014,72,0,3,2,1510,7884,1,0,0,3,6,1510,0,98166,47.4683,-122.348,1050,7620,0,9394,332000,0
1971,0,43,0,4,1.5,1240,9600,1,0,0,3,7,1240,0,98023,47.3206,-122.397,1240,9592,0,10840,220000,0
1977,0,38,0,4,1.75,1810,7480,1,0,0,3,7,1230,580,98023,47.3275,-122.361,1870,9594,0,9290,260000,0
1997,0,17,0,4,2.5,2100,7366,2,0,0,3,8,2100,0,98042,47.3703,-122.107,2060,7324,0,9466,333000,0
1991,0,24,0,3,2.5,1430,9044,2,0,0,3,7,1430,0,98022,47.1956,-121.986,1580,8624,0,10474,220000,0
1900,0,114,0,4,3,2550,3784,1.5,0,0,4,8,1750,800,98103,47.6559,-122.338,2100,4560,0,6334,850000,0
1996,2002,18,12,1,1,920,91476,1.5,0,0,3,6,920,0,98070,47.448,-122.472,1746,91476,0,92396,650000,0
1992,0,23,0,3,2.5,3090,10940,2,0,2,3,10,3090,0,98006,47.5492,-122.119,3410,12157,1,14030,938000,0
2002,0,12,0,5,3,2110,5260,2,0,0,3,7,1670,440,98118,47.5449,-122.272,2110,5260,0,7370,285000,0
1980,0,34,0,3,2,1790,7259,1,0,0,3,7,1390,400,98058,47.4643,-122.171,1790,7700,0,9049,307000,0
1966,0,49,0,4,1.75,2180,10200,1,0,2,3,8,2000,180,98028,47.7638,-122.27,2590,10445,0,12380,440000,0
2005,0,9,0,3,2.5,1990,3614,2,0,0,3,7,1990,0,98038,47.36,-122.039,1980,3800,0,5604,309000,0
1977,0,37,0,3,2,1640,9972,1,0,0,4,7,1640,0,98075,47.5812,-122.002,1680,10165,0,11612,420000,0
2009,0,5,0,3,2.5,1550,3402,2,0,0,3,7,1550,0,98002,47.3523,-122.212,2095,3402,0,4952,273500,0
1990,0,24,0,3,2.5,1970,12205,2,0,0,4,8,1970,0,98011,47.7397,-122.209,2640,9636,0,14175,402000,0
1945,0,70,0,2,1,1290,5376,1,0,0,3,6,1290,0,98115,47.6966,-122.315,1180,5376,0,6666,970000,0
2008,0,7,0,3,2.75,3080,7282,2,0,0,3,9,3080,0,98059,47.4826,-122.149,3080,7274,1,10362,585000,0
1924,2006,90,8,4,1.75,2800,5400,1,0,0,3,9,1400,1400,98115,47.6803,-122.313,1490,5400,1,8200,863000,0
1959,0,55,0,3,2.25,1980,10115,1,0,0,3,8,1980,0,98005,47.6384,-122.174,2800,10143,0,12095,640000,0
1947,0,67,0,3,2,2060,4040,1,0,0,4,8,1120,940,98103,47.6798,-122.352,1500,4000,0,6100,605000,0
1960,0,55,0,5,1.5,1990,18200,1,0,0,3,7,1990,0,98178,47.4938,-122.262,1860,8658,0,20190,178000,0
1966,0,48,0,4,1.75,2610,21600,1,0,0,4,8,2610,0,98004,47.6245,-122.227,2920,20330,0,24210,1300000,1
1957,0,57,0,3,1.75,2100,29735,1,0,0,4,7,1080,1020,98155,47.7622,-122.302,2100,11250,0,31835,440000,0
1946,0,68,0,3,2.75,2520,5401,1,0,0,4,7,1360,1160,98119,47.6452,-122.373,1800,5036,0,7921,750000,0
1990,0,25,0,3,2.5,1990,7577,2,0,0,3,7,1990,0,98023,47.2908,-122.351,1900,7152,0,9567,293000,0
1945,2006,69,8,6,4,3600,6224,2,0,0,3,9,2610,990,98199,47.6531,-122.405,1430,6224,1,9824,1110000,0
2010,0,5,0,3,2,1824,7120,1,0,0,3,9,1824,0,98001,47.3457,-122.27,2409,6264,1,8944,375900,0
1968,0,47,0,3,1.5,1200,11935,1,0,0,4,7,1200,0,98042,47.3434,-122.082,1350,11935,0,13135,234000,0
1977,0,37,0,3,2.25,1780,8784,1,0,0,3,7,1230,550,98033,47.701,-122.172,1780,7704,0,10564,470000,0
1969,1994,46,21,5,3,5530,38816,1.5,0,2,3,10,5530,0,98072,47.7352,-122.116,3800,44417,1,44346,1350000,1
2004,0,10,0,4,3.25,3990,9786,2,0,0,3,9,3990,0,98053,47.6784,-122.026,3920,8200,1,13776,866000,0
1971,0,43,0,3,1,1200,9800,1,0,0,4,7,1200,0,98072,47.7412,-122.109,1220,10220,0,11000,374000,0
1926,0,89,0,2,1,1010,14244,1,1,4,1,5,1010,0,98136,47.5476,-122.399,1820,15792,0,15254,658000,0
1983,0,32,0,4,2.25,1790,42000,1,0,0,3,7,1170,620,98045,47.4819,-121.744,2060,50094,0,43790,494000,0
1920,0,94,0,5,1.5,1500,7112,1,0,0,5,6,760,740,98166,47.4692,-122.35,1200,7112,0,8612,265000,0
1937,0,77,0,4,1.5,2740,4912,1,0,0,4,8,1370,1370,98199,47.6523,-122.412,2160,5006,0,7652,779000,0
1984,0,31,0,4,2.25,2460,8001,2,0,0,4,8,2460,0,98006,47.548,-122.154,2460,9126,0,10461,818000,0
1962,0,53,0,5,2.25,1700,13500,1.5,0,0,4,7,1700,0,98059,47.4611,-122.067,1810,14550,0,15200,347950,0
1930,1983,84,31,2,2,1610,17600,2,0,0,3,6,1610,0,98178,47.4855,-122.266,1310,12950,0,19210,290900,0
1939,0,75,0,5,2.5,2720,5000,1.5,0,0,4,7,1530,1190,98117,47.6827,-122.376,1210,5000,0,7720,580000,0
1903,0,111,0,3,1,1280,3200,1.5,0,0,3,7,1280,0,98122,47.6029,-122.307,1320,1676,0,4480,425000,0
2005,0,9,0,2,1.75,1510,4555,1,0,0,3,8,1510,0,98053,47.7136,-122.031,1640,4500,0,6065,473000,0
1982,0,32,0,2,1.5,1090,2686,2,0,0,3,7,1090,0,98034,47.717,-122.19,1160,2158,0,3776,249000,0
1910,0,104,0,3,2.25,2560,3996,1.5,0,0,3,8,2150,410,98112,47.6321,-122.306,2970,4320,0,6556,842500,0
2005,0,10,0,4,2.5,2990,5400,2,0,0,3,8,2990,0,98074,47.6122,-122.009,2890,6538,0,8390,675000,0
1977,0,38,0,4,2.75,2270,24237,1,0,0,4,7,1360,910,98058,47.4672,-122.175,2050,8016,0,26507,352750,0
1979,0,36,0,5,4.25,4050,18827,1,0,2,4,10,2150,1900,98040,47.5323,-122.237,3600,25120,1,22877,1380000,1
2002,0,12,0,3,2.5,1430,1002,3,0,0,3,8,1430,0,98103,47.698,-122.349,1430,1530,0,2432,349000,0
2013,0,2,0,4,3.75,2890,4164,2,0,0,3,9,2240,650,98033,47.676,-122.197,2354,3207,1,7054,1100000,0
1953,0,61,0,4,1.75,2340,5940,1,0,0,3,8,1290,1050,98115,47.6789,-122.281,1930,5940,0,8280,650500,0
1997,0,18,0,3,2.5,2330,9160,2,0,0,3,9,2330,0,98006,47.5467,-122.181,2460,9160,1,11490,710000,0
1946,0,68,0,2,1.75,2320,6755,1,0,0,5,8,1380,940,98199,47.6398,-122.403,1990,5000,0,9075,705000,0
1957,0,57,0,3,1.75,1500,7200,1,0,0,3,7,1500,0,98133,47.7748,-122.337,1650,7392,0,8700,360000,0
1905,2005,109,9,4,2.5,2750,4800,2,0,0,3,9,1960,790,98103,47.6709,-122.337,2400,5300,1,7550,1030000,0
2003,0,12,0,4,2.5,2600,8572,2,0,0,3,8,2600,0,98001,47.3155,-122.266,2170,5288,0,11172,300000,0
1999,0,15,0,4,2.5,2520,8515,2,0,0,3,7,2520,0,98019,47.7233,-121.959,2130,6930,0,11035,450000,0
2014,0,1,0,2,2,1460,1085,2,0,0,3,8,950,510,98112,47.6205,-122.299,1580,1202,0,2545,699999,0
1961,0,54,0,4,2.25,1950,6000,1,0,0,3,7,1350,600,98115,47.6909,-122.301,1980,6000,0,7950,564500,0
1946,0,68,0,4,1.5,1740,8160,1.5,0,0,4,7,1400,340,98177,47.7243,-122.363,1600,8160,0,9900,515000,0
1923,0,92,0,3,1.5,1580,8841,1.5,0,0,5,7,1180,400,98103,47.6931,-122.352,1580,7512,0,10421,520000,0
1998,0,16,0,3,3.25,1600,1289,3,0,0,3,8,1600,0,98117,47.6957,-122.375,1600,1376,0,2889,392500,0
1954,0,60,0,4,1.75,2520,15205,1,0,0,4,7,2040,480,98028,47.7642,-122.264,1680,10000,0,17725,387846,0
1950,2014,64,0,3,1.75,1410,15210,1,0,0,3,7,1410,0,98166,47.4181,-122.339,1970,16290,0,16620,404000,0
1988,0,26,0,3,1,1520,213444,1.5,0,3,5,8,1520,0,98027,47.5081,-122.093,2640,213444,0,214964,425000,0
1971,0,43,0,3,1.75,2080,5969,1,0,2,3,7,1080,1000,98108,47.5474,-122.295,2090,5500,0,8049,329950,0
1959,0,55,0,3,1.5,1420,4500,1,0,0,3,7,1420,0,98103,47.694,-122.332,1540,6375,0,5920,371000,0
1927,0,87,0,3,1,1430,19901,1.5,0,0,4,7,1430,0,98028,47.7558,-122.229,1780,12697,0,21331,310000,0
1900,1993,114,21,3,2.5,1620,2640,2,0,0,4,7,1620,0,98122,47.6036,-122.305,1370,3840,0,4260,498000,0
2000,0,14,0,4,3.75,5070,60123,2,0,0,3,11,5070,0,98053,47.6567,-122.004,4920,101930,1,65193,1100000,0
1989,0,25,0,3,2.5,1620,7686,2,0,0,3,7,1620,0,98038,47.3613,-122.053,1370,7686,0,9306,246500,0
1926,1955,88,59,3,2,1370,7200,1,0,0,3,7,1130,240,98125,47.7329,-122.308,1300,7208,0,8570,377500,0
1989,0,26,0,3,2.5,1960,9535,2,0,0,3,8,1960,0,98011,47.7371,-122.215,2520,9206,0,11495,575000,0
1926,2014,88,0,4,3.5,2760,4000,2,0,2,3,8,2000,760,98126,47.5687,-122.374,1690,4000,0,6760,765000,0
1976,0,39,0,4,1.75,1670,9500,1,0,0,3,7,1670,0,98125,47.7254,-122.31,1620,9500,0,11170,325000,0
1960,0,54,0,4,2.75,2440,5080,2,0,0,3,8,1750,690,98126,47.5547,-122.379,1920,6375,0,7520,525000,0
1946,0,68,0,4,1.75,2350,6200,1.5,0,0,4,7,1410,940,98116,47.559,-122.397,1800,6150,0,8550,555000,0
1940,0,74,0,4,1,1310,6000,1.5,0,0,3,7,1310,0,98144,47.5822,-122.295,1630,6000,0,7310,370000,0
1908,0,107,0,2,1,1070,5150,1,0,0,4,6,870,200,98117,47.6853,-122.366,1520,3860,0,6220,455000,0
2007,0,8,0,4,2.5,2090,4200,2,0,0,3,7,2090,0,98038,47.3659,-122.017,2090,4200,0,6290,340000,0
1983,0,32,0,3,2.25,3000,18450,1,0,0,3,10,3000,0,98077,47.7274,-122.062,2980,12304,1,21450,850000,0
2002,0,13,0,4,2.5,1970,5190,2,0,0,3,7,1970,0,98059,47.515,-122.164,1840,5564,0,7160,315000,0
1955,0,59,0,2,1,830,4000,1,0,0,3,6,830,0,98117,47.6929,-122.379,950,4000,0,4830,394475,0
2006,0,9,0,3,2.5,2330,3995,2,0,0,3,9,2330,0,98029,47.5542,-122.001,2330,3740,1,6325,660000,0
2002,0,13,0,4,2.5,2470,7780,2,0,0,3,8,2470,0,98092,47.3337,-122.191,2100,5972,0,10250,332000,0
1988,0,27,0,3,2.5,1360,7293,2,0,0,3,8,1360,0,98003,47.3304,-122.302,1540,7353,0,8653,248500,0
1985,0,29,0,3,2.5,1800,4763,2,0,0,3,7,1240,560,98119,47.646,-122.362,1790,4763,0,6563,670000,0
1955,0,59,0,5,2.25,2710,22120,1,0,0,3,7,1410,1300,98011,47.7642,-122.195,2850,12224,0,24830,495200,0
1977,0,38,0,4,1.5,1800,9576,1,0,0,4,7,1800,0,98045,47.4664,-121.747,1370,9576,0,11376,271000,0
1940,0,74,0,2,1,1260,4000,1,0,0,3,7,1000,260,98117,47.6898,-122.384,1780,4000,0,5260,549950,0
1983,0,31,0,4,1.75,2160,7417,1,0,0,4,7,1360,800,98056,47.5122,-122.181,1880,8022,0,9577,355000,0
1926,0,88,0,3,1,1550,4160,1.5,0,0,4,6,1550,0,98118,47.5387,-122.265,1590,5000,0,5710,425000,0
2004,0,10,0,2,3,2560,982278,1,0,0,3,8,2560,0,98014,47.6955,-121.861,1620,40946,0,984838,790000,0
